age,gender,security_no,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,tenure_days
33,0,6VN2XK4,0,1,1.0,0,2,0,12.0,112.76,31326.18,27.0,1097.501362,1,0,0,1,3,0,182
59,0,EZDJOUS,0,0,0.0,2,1,0,13.0,209.93,3137.43,16.0,653.52,1,1,0,1,1,0,845
37,1,QSJTMW6,1,0,1.0,2,2,2,12.0,333.6,24631.88,26.0,697.62,1,0,0,1,1,1,805
57,0,JKFY5X1,2,2,0.0,2,3,2,13.0,139.07,5283.38,20.0,289.9441606,1,0,0,1,3,1,635
63,1,I9X2YXA,1,0,1.0,0,2,0,14.0,58.38,27471.68,16.0,695.57,1,0,1,3,0,1,140
15,0,4HX6GCP,1,2,0.0,0,1,1,13.0,66.49,44991.07,24.0,681.59,0,1,1,2,2,1,260
54,1,5LY0YAC,2,1,0.0,1,2,0,15.0,30.42,49030.56,13.0,736.76,1,0,1,4,7,0,484
47,0,1GC6XUV,2,0,0.0,2,1,2,12.0,198.37,23917.85,26.0,697.62,0,1,1,4,0,1,176
12,1,KJHK0KK,1,1,0.0,1,2,1,20.0,117.08,10740.4,18.0,738.71,0,1,1,3,5,0,651
38,0,7ZKKDSZ,0,1,0.0,1,2,2,9.0,174.78,24891.48,24.0,375.2938913,0,1,1,0,1,1,827
11,0,1T0QPP1,0,1,1.0,0,0,0,16.0,488.97,47710.88,29.0,619.8,0,1,1,3,3,1,199
34,0,SOZAJST,1,4,1.0,0,3,2,4.0,228.7,41837.82,0.0,251.313584,1,0,1,3,2,0,337
57,0,6F1DWFS,1,4,1.0,1,1,0,12.0,34.91,47536.49,15.0,413.6443912,1,0,0,1,1,0,582
48,1,LKFVF80,0,3,0.0,2,1,0,15.0,94.48,18740.26,19.0,741.93,1,0,0,1,2,0,627
38,1,CIN5UDK,0,3,0.0,0,1,0,13.0,62.71,49594.85,9.0,739.68,0,1,0,1,0,0,1016
59,0,L2J1JDR,1,5,0.0,0,1,0,11.0,33.05,35055.84,25.0,344.0097815,0,1,1,3,1,1,10
56,0,F5ZM4UC,0,2,0.0,0,1,1,3.0,321.15,8487.56,14.0,630.27,1,1,1,2,0,1,412
21,0,VRNELTZ,0,2,0.0,0,2,1,23.0,32.7,14071.9,20.0,661.45,0,1,1,0,3,1,500
28,1,01TDNJG,0,2,1.0,0,2,0,20.0,186.97,27230.66,19.0,697.62,0,1,0,1,1,0,650
64,0,Q4F9FEL,3,2,0.0,1,1,1,12.0,97.22,33098.78,27.0,658.08,1,0,1,3,2,1,950
46,1,89CFLUE,1,4,0.0,1,2,0,16.0,210.5,23838.97,9.0,764.97,1,1,0,1,4,0,532
36,0,WXG8KH6,1,5,1.0,1,2,1,15.0,817.69,40393.86,18.0,699.24,1,0,1,3,0,1,893
38,0,8GF1DS7,2,5,1.0,1,2,0,11.0,63.92,45124.03,6.0,624.66,0,1,0,1,3,1,809
25,0,IFT2P8R,1,4,1.0,0,1,2,18.0,677.27,50951.93,16.0,730.44,0,1,0,1,6,0,13
22,0,EYJAG2P,0,0,1.0,2,1,2,22.0,35.28,1317.35,25.0,603.53,0,1,1,0,7,1,112
31,1,XJNJ1OA,0,2,1.0,0,1,0,11.0,43.09,19209.67,10.0,611.5,1,0,1,3,2,1,317
51,0,BTUXXG5,3,2,1.0,0,1,0,4.0,82.64,20679.49,47.98132302,991.6098704,1,0,0,1,1,1,849
11,0,87UA7RL,0,3,0.0,0,2,2,15.0,33.33,20963.55,16.0,767.82,0,1,0,1,2,0,124
21,0,7CYTRTT,0,1,0.0,0,3,0,9.0,43.84,17267.56,20.0,710.82,0,1,0,1,7,0,766
41,0,A6YCSZ4,1,3,1.0,2,1,1,5.0,37.33,47379.42,12.0,765.4,0,1,1,0,0,0,788
28,0,6BTUASJ,1,2,1.0,0,2,0,14.0,291.18,14737.51,29.0,680.04,1,0,1,0,2,1,161
63,0,ZNC3I24,1,1,0.0,0,3,0,7.0,895.1374532,44637.18,21.0,611.46,1,0,0,1,2,1,854
32,0,GJBCHST,1,3,0.0,0,2,2,3.0,0.0,38656.35,9.0,487.9106112,0,1,1,2,1,0,264
40,0,7NHDU9S,0,0,1.0,1,1,1,23.0,519.53,20263.51,23.0,697.62,1,1,1,3,1,1,431
11,0,OIGH7JG,2,1,0.0,0,1,2,10.0,274.08,25305.84,18.0,1034.226929,1,1,1,3,3,1,330
16,1,03RJ874,0,1,0.0,1,1,2,3.0,226.99,28426.3,11.0,719.67,1,1,1,4,0,0,494
36,1,FS4HHS3,1,0,1.0,2,2,0,12.0,0.0,8002.79,25.0,1577.495735,0,1,0,1,0,1,452
30,1,RK3SXOD,1,5,1.0,2,1,0,16.0,58.9,38478.65,10.0,709.29,1,0,0,1,0,1,587
63,0,BFPKBJ5,0,1,0.0,2,0,1,16.0,455.32,49789.54,16.0,807.33,0,1,0,1,4,0,404
63,1,M2HRY4B,0,0,0.0,0,1,1,19.0,34.37,19600.12,48.29441349,1018.579878,1,0,1,0,1,1,785
17,0,0FWI9PY,0,1,1.0,1,0,1,22.0,332.79,12153.31,10.0,712.15,1,0,0,1,1,1,905
36,1,OT2FEPM,1,1,0.0,0,1,0,17.0,266.86,18770.5,18.0,697.62,0,1,0,1,1,1,869
29,0,57OMQPH,1,4,1.0,2,3,2,19.0,444.1,17671.05,22.0,1176.111342,0,1,0,1,7,0,835
16,1,GQC69F2,2,5,0.0,2,3,2,13.0,31.84,96699.63,6.0,712.0,0,1,1,4,5,0,736
23,0,2GIG9Y4,2,0,1.0,1,1,0,6.0,37.42,7565.97,20.0,1130.411626,1,0,0,1,2,1,113
20,0,I0JM7SN,3,1,0.0,0,2,1,20.0,101.24,35154.03,27.0,705.39,1,0,1,4,1,0,738
64,0,SAG8Z5M,2,0,1.0,0,3,2,13.0,203.61,12963.35,16.0,598.78,0,1,0,1,1,1,769
35,1,XKKDV0K,0,4,1.0,1,1,2,13.0,167.36,37036.84,16.0,243.6608619,0,1,0,1,0,0,215
43,0,O9Y3BOA,0,2,0.0,2,1,1,16.0,222.87,45707.89,16.0,707.72,1,0,0,1,2,1,818
46,0,RMGF5LD,0,2,1.0,0,3,1,6.0,883.64,35069.02,15.0,615.43,1,0,1,3,0,1,1061
31,1,X545RJ6,0,4,1.0,0,1,0,5.0,113.63,7753.31,7.0,720.79,0,1,0,1,3,0,236
19,1,46LNHAJ,3,5,0.0,2,1,1,22.0,362.05,14366.87,14.0,614.03,1,0,0,1,1,1,386
24,1,FCEWYCN,3,0,0.0,0,0,2,4.0,398.09,39968.31,9.0,674.54,1,0,0,1,0,0,43
34,0,LW8M3DU,0,2,1.0,2,0,1,7.0,1642.928395,37820.18,20.0,1165.655592,1,0,0,1,3,1,286
18,1,2J7NXIF,0,3,1.0,0,0,2,20.0,277.1,17078.15,12.0,703.6,1,0,0,1,3,0,207
26,1,AKIOZZH,3,4,0.0,1,1,1,13.0,484.24,31755.01,22.0,760.82,1,0,1,3,3,0,242
39,1,YAUN39V,0,2,1.0,2,3,0,16.0,92.12,2566.46,25.0,708.42,0,1,1,0,3,1,274
49,0,9O5AX30,0,0,1.0,0,1,2,8.0,0.0,11590.81,6.0,620.65,1,0,1,2,7,1,787
34,0,80XM5PU,3,0,1.0,0,1,0,20.0,59.09,40925.28,18.0,615.22,0,1,0,1,3,1,542
64,0,KUN8CSJ,0,0,1.0,0,3,1,7.0,360.78,13307.92,24.0,950.3498428,1,0,1,2,3,1,571
35,1,3LFUE2G,1,4,0.0,1,2,1,10.0,32.42,80263.81,8.0,697.62,1,0,1,0,5,0,502
56,0,A111IN2,1,0,0.0,2,1,0,16.0,297.97,26655.85,25.0,978.1562717,1,0,1,2,0,1,742
44,1,R0Y8CJR,2,3,0.0,0,2,0,18.0,457.76,83749.77,19.0,842.64,0,1,0,1,6,0,1040
12,0,VXS8ULZ,3,2,0.0,2,1,2,14.0,1361.404659,40384.27,19.0,669.55,1,0,0,1,2,1,544
14,1,ROZW5K8,3,4,1.0,0,1,2,7.0,653.63,23299.17,20.0,1229.684683,0,1,1,2,0,0,964
13,1,N4MPYCQ,1,0,1.0,1,2,0,24.0,32.89,16719.3,23.0,584.07,1,0,1,4,3,1,185
36,0,HYEA12A,0,1,1.0,0,3,2,12.0,34.66,18954.9,17.0,882.6608085,0,1,1,4,0,1,667
32,0,QXY3WRR,0,0,1.0,2,2,2,22.0,182.82,2841.33,17.0,949.559414,1,0,0,1,1,1,285
37,1,0QB0KXD,0,1,1.0,0,3,2,12.0,625.03,45668.48,26.0,697.62,0,1,0,1,1,1,929
42,1,FSQTZSE,1,2,1.0,2,2,2,13.0,265.76,45187.39,9.0,665.42,0,1,1,2,1,1,734
30,1,EQ1WIK3,0,0,0.0,2,1,1,13.0,921.9122249,21768.35,25.0,552.71,1,0,1,0,2,1,998
39,1,5Q4JVFA,0,0,0.0,2,3,0,5.0,647.44,44830.68,5.0,620.0,0,1,0,1,7,1,1046
11,1,NLQ04BW,1,5,1.0,1,0,0,12.0,1259.57,3413.7,4.0,470.3443504,0,1,0,1,5,0,7
47,1,P9ETHJU,1,1,1.0,2,2,1,5.0,136.03,17149.51,12.0,745.48,1,0,1,2,1,0,38
54,1,DGIUHZK,3,5,0.0,0,1,0,17.0,244.9,41412.83,14.0,639.55,1,0,0,1,0,1,1085
55,0,4JXM7UA,3,3,0.0,2,3,2,6.0,484.28,62332.88,18.0,765.34,1,0,0,1,4,0,72
58,0,GM4CM8I,3,1,1.0,0,1,1,10.0,33.71,4715.16,15.0,702.12,1,0,0,1,3,0,996
38,1,5CV84JS,3,1,1.0,0,2,1,18.0,226.12,24695.52,1.0,774.68,1,0,1,3,4,0,550
38,1,8BGYNH0,0,3,1.0,0,2,0,11.0,535.45,11172.29,22.0,730.8,0,1,0,1,2,0,650
55,1,XH6NVYP,0,0,0.0,2,0,1,9.0,311.44,23667.37,24.0,150.8661404,1,0,1,0,2,1,1083
14,0,6OJ7AHN,0,1,0.0,2,1,0,19.0,1375.4407,5038.41,20.0,697.62,1,0,1,3,7,0,300
35,1,MSMGH88,0,2,1.0,2,2,2,21.0,30.14,24550.91,28.0,695.17,0,1,1,2,7,1,192
22,0,V7C20WO,3,5,1.0,2,2,1,11.0,30.13,4716.2,9.0,768.09,1,0,1,3,3,0,34
25,1,KVU2HHR,0,1,0.0,2,2,2,17.0,356.33,36751.55,15.0,490.4466888,1,0,0,1,7,0,800
57,0,4TVYPMN,3,5,0.0,1,3,2,13.0,421.59,45037.22,4.0,779.72,1,0,0,1,8,0,969
41,0,0JN1KNN,3,1,1.0,0,0,0,12.0,399.31,28285.36,11.0,772.2,1,0,1,4,1,0,123
41,0,NYAFFFU,0,1,0.0,1,2,2,16.0,0.0,29099.18,11.0,796.06,1,0,1,4,7,0,998
32,0,MHLXDJD,2,2,1.0,2,3,1,17.0,126.22,15717.24,17.0,510.05,1,0,0,1,0,1,807
59,1,U4PQFA7,3,1,1.0,1,1,1,9.0,33.05,42965.36,20.0,1013.142281,1,0,0,1,1,0,649
37,0,9485MM1,3,3,0.0,0,2,0,22.0,152.47,44653.01,9.0,786.17,1,0,0,1,8,0,381
38,0,86CHW96,1,5,1.0,0,2,0,15.0,81.09,45482.38,21.0,668.06,0,1,0,1,3,1,101
26,1,C4MN714,2,1,0.0,1,2,2,13.0,172.01,27256.55,10.0,838.06,0,1,1,3,4,0,417
43,1,YQPXPSR,2,0,0.0,2,2,2,15.0,39.42,21481.41,16.0,617.69,1,0,0,1,2,1,961
56,1,VC2LIRC,1,0,0.0,0,2,1,12.0,187.94,9513.85,26.0,622.36,0,1,0,1,3,1,345
43,1,5HAO6K3,1,0,0.0,1,2,0,21.0,102.37,31041.17,6.0,610.06,1,0,1,0,7,1,120
29,1,2UI4MY9,1,5,0.0,2,1,1,11.0,1165.28242,6528.61,10.0,753.28,0,1,1,4,3,0,868
21,1,CSXTVZP,2,3,1.0,2,2,2,6.0,592.76,35597.41,27.0,714.14,1,0,0,1,7,0,466
28,0,WBNGVH9,0,2,0.0,2,2,2,7.0,221.07,39035.33,5.0,697.62,1,1,0,1,0,1,253
38,0,RLPHNPJ,0,4,0.0,1,3,2,17.0,103.06,5243.8,17.0,730.32,1,0,1,3,7,0,568
51,1,ARV14WH,1,5,1.0,2,3,2,13.0,34.79,68951.52,5.0,1011.324878,0,1,1,3,6,0,320
60,1,DV1QHHY,1,2,0.0,1,0,0,13.0,460.4,40180.21,18.0,616.8,1,0,0,1,2,1,879
57,0,DJA4D4M,0,2,0.0,0,1,1,12.0,473.08,12361.74,11.0,697.62,0,1,1,4,3,1,943
13,1,F55QMBS,1,3,1.0,1,1,2,5.0,215.04,34890.67,14.0,762.39,1,1,0,1,0,0,752
59,0,WDL7ELL,1,2,0.0,0,2,2,12.0,119.37,3800.94,5.0,1009.337713,0,1,1,2,3,1,385
25,0,AAWOAIJ,2,0,1.0,2,2,0,14.0,146.36,26659.21,14.0,508.92,0,1,1,2,2,1,380
59,1,ENOBUSM,3,2,0.0,1,2,2,19.0,296.19,14473.22,45.46536296,684.49,1,0,1,2,0,1,172
32,0,AA4A35E,1,5,1.0,1,0,1,13.0,518.9,30593.03,9.0,646.54,1,0,0,1,0,1,725
17,1,IGR2BV5,3,5,1.0,2,1,2,13.0,193.0,36476.37,24.0,697.62,1,0,0,1,0,1,325
43,0,ZEXVUSS,1,1,0.0,2,1,2,23.0,52.5,25360.7,8.0,627.94,0,1,0,1,0,1,778
30,0,XU23V6G,1,2,1.0,1,2,0,6.0,0.0,44044.03,7.0,637.38,0,1,1,2,1,1,433
18,1,M19MO5U,0,1,0.0,2,1,1,8.0,32.19,25893.03,16.0,697.62,0,1,1,0,0,1,225
62,0,KCXGW3L,0,0,0.0,2,2,0,23.0,101.14,16561.98,11.0,590.74,0,1,0,1,2,1,168
26,0,I1OL4KA,1,2,0.0,2,1,2,16.0,128.81,45597.41,16.0,638.01,0,1,1,0,7,1,856
33,1,I0K6TJG,1,2,1.0,2,2,0,9.0,663.69,31984.93,10.0,546.13,0,1,0,1,2,1,629
60,1,TPJXDCX,0,0,0.0,0,1,0,15.0,75.77,45524.71,24.0,906.4173921,1,0,0,1,0,1,1052
58,0,01ALEU2,2,1,0.0,2,2,2,17.0,33.95,48413.82,22.0,714.55,1,0,0,1,2,1,419
17,0,LT41JKQ,2,0,0.0,2,2,0,15.0,30.01,46119.32,41.55035088,686.47,0,1,0,1,2,1,448
64,0,AEG8GDV,0,3,0.0,1,3,1,20.0,1204.814474,65217.43,3.0,839.8,1,0,1,0,6,0,633
33,1,7OMDTUY,0,5,0.0,2,1,1,3.0,34.23,29378.98,29.0,682.83,0,1,1,0,3,1,607
33,0,4ZSI5CP,0,0,0.0,0,2,0,15.0,196.07,45810.96,18.0,697.62,1,0,0,1,3,1,21
31,1,ZH1X4P0,1,3,1.0,1,1,2,16.0,113.21,12700.58,14.0,748.49,0,1,1,2,3,0,262
29,0,OONP771,1,0,0.0,1,0,2,18.0,222.34,12112.08,11.0,697.62,0,1,1,3,0,1,655
39,0,G7FUYV8,1,0,0.0,2,1,0,7.0,74.73,25794.14,10.0,703.84,1,0,0,1,3,1,862
36,1,DVGBBXV,2,3,1.0,2,1,2,19.0,0.0,49782.5,16.0,731.15,0,1,1,3,2,0,771
43,1,KO6VNRM,0,0,0.0,0,2,1,23.0,251.26,19606.81,18.0,518.66,1,0,1,2,0,1,743
25,1,Y0O1Y7C,2,0,1.0,0,1,1,13.0,0.0,34423.61,10.0,950.1025525,1,0,1,4,0,1,1057
24,0,MJC6FQD,0,4,1.0,2,2,0,16.0,292.55,50425.52,4.0,755.55,1,1,0,1,6,0,692
46,1,QN3T35K,1,2,1.0,1,1,2,19.0,269.48,9867.82,24.0,630.11,0,1,0,1,3,1,545
24,1,OLKERX8,2,4,1.0,2,2,1,20.0,157.37,24410.79,16.0,747.53,1,0,1,3,3,0,255
15,0,ARDQXGC,2,0,1.0,0,2,0,15.0,371.23,47818.44,12.0,610.09,1,1,1,3,2,1,936
46,0,IJV73M1,0,1,0.0,3,2,1,13.0,1983.5,7073.63,29.0,720.257798,1,0,1,3,7,0,1052
18,1,LULM0MV,0,2,1.0,0,1,1,12.0,33.91,41115.43,28.0,70.03691834,1,0,0,1,1,1,891
44,1,TU007YH,1,1,1.0,1,3,0,7.0,276.73,28071.4,13.0,397.9862217,1,0,0,1,6,0,1060
43,0,A9MF962,0,1,0.0,2,1,2,12.0,83.38,40841.64,12.0,649.54,0,1,1,4,1,1,369
21,1,I9OKDPR,1,1,0.0,2,3,1,24.0,141.7,4140.53,5.0,1463.298989,0,1,0,1,0,0,305
32,1,M89S2UP,0,3,1.0,0,2,1,18.0,599.96,13188.87,6.0,726.97,1,0,0,1,1,0,421
60,1,2KNNNUH,0,1,1.0,1,0,2,4.0,1072.32,1668.92,24.0,697.62,1,1,0,1,2,1,92
30,0,SYG2HHV,1,2,0.0,2,1,1,11.0,90.49,31033.04,8.0,980.143765,1,0,0,1,7,1,540
62,0,2SQ2QB4,2,5,0.0,0,1,2,11.0,533.66,1149.6,22.0,655.72,1,0,0,1,7,1,304
34,1,A5F0MCP,0,2,0.0,0,3,0,11.0,1166.370135,16694.22,12.0,618.05,0,1,0,1,0,1,652
27,1,3YVZLH6,1,1,0.0,2,2,1,5.0,105.31,10192.82,5.0,771.01,1,0,1,4,3,0,245
59,1,VNMBWJT,0,3,0.0,0,2,1,7.0,613.46,20665.87,8.0,711.59,0,1,1,3,6,0,7
42,0,M2KRE8P,1,1,1.0,0,0,1,10.0,579.59,23869.54,16.0,778.49,1,1,0,1,1,0,524
61,0,3K9PNSV,1,2,1.0,0,1,2,6.0,176.59,3991.15,26.0,564.98,1,0,1,0,3,1,956
47,0,6N9DHVR,3,0,0.0,1,1,1,16.0,33.93,41461.41,17.0,709.41,1,0,1,2,3,1,459
61,0,4TT0TAQ,1,1,0.0,1,2,0,21.0,165.74,48824.05,5.0,143.7681299,1,0,1,4,3,1,455
39,1,8AGUQV3,0,1,0.0,2,2,1,14.0,158.06,41374.77,12.0,1139.273051,0,1,0,1,7,0,997
49,1,4D41HXT,0,2,0.0,0,3,2,7.0,190.31,26614.27,26.0,568.81,1,0,1,4,0,1,1022
36,0,VADP94J,1,0,0.0,0,2,2,14.0,1348.11,34930.89,19.0,598.9,0,1,0,1,7,1,754
47,1,JKRETT0,1,2,1.0,0,1,1,8.0,33.64,16429.79,5.0,674.72,1,0,0,1,0,1,989
28,0,BR0ARRM,0,1,0.0,0,2,0,12.0,146.38,7916.46,20.0,679.53,0,1,1,2,2,1,398
61,0,21X57FR,1,3,0.0,1,1,0,12.0,223.42,79873.92,3.0,780.2,1,1,0,1,8,0,501
51,1,4DPZ9YF,1,1,0.0,1,2,0,11.0,56.97,9049.17,1.0,715.86,1,0,1,2,4,0,139
27,0,T2GVCSP,2,4,1.0,0,0,2,8.0,682.52,59000.87,12.0,739.8,1,1,0,1,5,0,983
60,0,EMO0LJL,0,5,0.0,2,1,1,14.0,117.05,22621.99,28.0,795.06,1,0,0,1,1,0,458
51,1,3SYM8AN,3,4,0.0,2,1,2,13.0,30.44,33166.86,16.0,495.8378589,1,0,0,1,0,0,669
34,0,BJ77H1O,0,5,0.0,1,3,0,24.0,31.64,18503.39,14.0,731.53,0,1,0,1,6,0,670
56,0,Z9OE33Z,1,0,1.0,1,2,1,20.0,48.6,47182.44,11.0,697.62,1,0,1,2,0,1,609
44,0,L750A3E,2,2,0.0,1,2,2,13.0,111.26,26821.38,16.0,698.78,0,1,0,1,2,1,76
21,0,LQE04QC,1,1,0.0,2,1,0,6.0,65.25,33417.55,19.0,682.65,0,1,1,0,1,1,542
28,1,HN49JI5,2,3,0.0,2,0,0,17.0,325.32,68100.54,16.0,794.18,1,0,1,0,5,0,159
64,0,7CD1YIB,1,2,1.0,0,1,0,17.0,128.7,34795.36,29.0,688.0,1,0,1,0,0,1,466
30,1,ZF3GBRV,3,1,1.0,1,1,0,11.0,44.35,48989.07,22.0,605.18,1,0,0,1,3,1,471
49,0,EON5AOX,1,2,1.0,1,2,2,7.0,31.13,892.89,30.0,677.76,0,1,0,1,7,1,172
54,1,1S1Q83X,2,3,0.0,0,3,0,13.0,193.55,29664.79,14.0,736.8,0,1,0,1,4,0,280
25,0,87G8GG0,0,5,1.0,0,1,1,16.0,205.66,25791.42,27.0,731.62,1,0,0,1,1,0,188
19,1,ZA1B08N,0,3,0.0,1,1,1,11.0,194.11,5398.09,16.0,722.33,0,1,1,2,2,0,1054
16,1,733YO5T,0,4,1.0,1,3,0,13.0,147.44,70572.0,8.0,531.2626799,1,0,0,1,5,0,617
19,1,ZGTKDZ2,2,0,1.0,0,1,0,21.0,33.31,31875.89,28.0,708.78,0,1,1,0,2,1,230
20,0,5JO8KVM,0,2,1.0,1,2,0,17.0,37.04,26652.41,7.0,628.07,1,0,0,1,1,1,1032
16,1,LXHRK71,1,2,0.0,1,3,0,13.0,34.35,8159.56,8.0,555.38,1,0,0,1,7,1,759
44,0,Q1UC3A3,0,1,0.0,2,2,1,14.0,0.0,43722.34,11.0,702.28,1,0,1,4,7,0,564
25,1,TSRKW7B,0,3,1.0,0,1,0,13.0,57.23,30421.02,17.0,708.64,1,0,1,0,7,0,372
40,1,ZGN973Y,2,3,1.0,0,0,0,4.0,605.7,13309.68,13.0,376.0355555,1,0,0,1,3,0,69
45,0,XG9BZAD,1,3,0.0,2,1,1,16.0,300.23,37387.12,25.0,724.99,1,0,1,3,0,0,260
28,1,SZ9O09M,1,0,0.0,2,2,1,15.0,300.48,21134.7,25.0,659.0,1,0,0,1,7,1,1042
52,0,BEBV8QR,3,0,0.0,1,0,0,15.0,318.47,41055.3,19.0,511.08,0,1,0,1,3,1,539
28,0,S2B9GFC,3,0,1.0,2,2,1,16.0,115.61,38196.06,24.0,667.64,0,1,0,1,1,1,360
18,0,R7XYPJQ,1,5,0.0,0,1,2,11.0,172.18,9790.51,16.0,665.43,1,0,1,4,1,1,938
21,1,L5L1N6U,0,5,0.0,0,1,1,8.0,30.24,33481.33,21.0,719.1,1,0,0,1,7,0,342
23,0,OP8P1RL,1,2,1.0,1,2,1,16.0,30.69,26788.79,7.0,703.53,1,0,1,0,0,1,851
38,1,S0F3FYL,3,3,0.0,2,0,1,12.0,469.29,23659.63,15.0,803.36,1,0,0,1,5,0,738
13,1,C2BMYX7,1,3,1.0,0,2,0,5.0,618.97,26452.49,13.0,776.71,1,0,0,1,0,0,78
42,1,MF22QAS,3,1,0.0,0,1,1,17.0,30.42,15167.61,7.0,779.63,1,0,1,2,3,0,295
21,1,82NPDY1,1,1,0.0,0,2,0,21.0,217.55,43328.1,9.0,770.16,1,1,0,1,8,0,221
62,1,R8TO7KU,1,5,0.0,0,0,2,12.0,449.56,23711.7,28.0,600.44,1,0,1,2,2,1,454
36,0,04VXTPW,1,2,1.0,2,1,2,14.0,127.83,1170.2,6.0,923.8383705,0,1,0,1,0,1,816
62,0,447M9XY,0,0,0.0,0,3,2,12.0,49.62,48804.92,16.0,550.4,0,1,0,1,3,1,73
59,0,9LMUC55,2,4,1.0,2,0,0,18.0,239.38,14916.69,6.0,1064.072321,0,1,0,1,1,0,327
45,0,WV1GASF,3,0,0.0,2,2,2,13.0,62.23,36555.48,28.0,610.41,0,1,0,1,2,1,949
51,0,417JLCI,3,3,0.0,1,2,1,6.0,172.55,8665.62,28.0,727.05,0,1,0,1,2,0,256
63,0,SGNDHRW,1,4,1.0,0,2,1,18.0,95.27,44030.01,0.0,744.51,1,0,1,0,3,0,266
33,0,VNSSBOA,0,4,1.0,1,0,1,11.0,532.64,21356.57,0.0,697.62,0,1,0,1,7,0,158
46,1,9M26D8U,0,4,0.0,2,2,2,15.0,74.82,2653.94,35.19637699,764.52,1,0,1,0,3,0,808
20,1,DB5GXQ8,1,1,1.0,1,3,0,6.0,988.07,6256.92,8.0,710.97,0,1,0,1,1,0,651
33,1,2ICHWTU,0,2,1.0,2,1,2,25.0,0.0,17209.33,16.0,641.79,1,0,0,1,3,1,485
62,0,KC73LUK,1,2,1.0,0,3,2,17.0,52.17,5751.99,20.0,103.6927256,1,0,0,1,3,1,527
22,0,08B6AJA,1,1,1.0,1,1,1,13.0,32.29,25100.74,10.0,697.62,1,0,0,1,0,1,374
37,1,6DKSMB9,3,2,0.0,1,1,1,17.0,0.0,9220.97,24.0,577.87,1,0,0,1,0,1,964
57,0,QNZZLAT,0,5,1.0,0,1,0,14.0,31.01,12930.27,27.0,747.31,0,1,0,1,3,0,10
34,1,197P59Z,0,4,1.0,2,0,2,8.0,259.85,3293.56,0.0,747.02,1,0,1,3,7,0,385
48,1,OB0ZXMT,1,1,1.0,2,1,2,1.0,33.05,28109.72,23.0,772.56,0,1,0,1,0,0,504
60,1,Q6PWCEE,0,3,0.0,2,1,0,14.0,68.06,7027.68,5.0,713.43,1,0,1,2,2,0,261
12,1,39Z3ZYZ,0,0,1.0,2,2,1,7.0,77.9,22938.02,16.0,295.0452906,1,0,0,1,7,1,741
38,0,XNVYOI2,1,3,1.0,2,1,1,9.0,1251.84954,31275.12,19.0,1139.987978,0,1,0,1,2,0,217
42,0,Y2X9C0M,1,5,0.0,1,2,2,16.0,347.04,62702.0,11.0,780.22,1,1,0,1,6,0,970
57,1,F0RGPGH,3,3,0.0,2,1,1,6.0,467.35,24516.55,12.0,758.78,0,1,1,3,8,0,462
35,1,XT678GM,3,4,0.0,0,0,1,13.0,697.46,90422.43,18.0,790.88,1,1,0,1,6,0,843
42,1,97R30SB,1,3,1.0,0,2,0,5.0,516.21,31170.27,14.0,780.0,1,0,0,1,2,0,749
33,1,LVONNSJ,1,0,0.0,0,1,2,13.0,289.45,6667.84,23.0,593.44,1,0,0,1,3,1,633
56,0,POPPKF1,2,2,1.0,0,2,1,18.0,169.91,20511.04,22.0,587.51,1,0,0,1,1,1,75
62,0,3PHYQUJ,3,0,0.0,0,2,1,17.0,125.97,25351.97,22.0,569.13,1,0,1,0,7,1,942
17,1,FQ3AR3S,0,1,0.0,0,2,0,3.0,34.63,5756.1,9.0,792.68,1,0,0,1,2,0,640
25,0,T8VW5X7,1,2,1.0,0,2,0,14.0,77.24,15333.97,14.0,604.36,0,1,0,1,1,1,444
36,0,ZDIO8W3,0,2,0.0,2,1,1,13.0,77.03,39328.91,17.0,625.32,1,0,0,1,1,1,977
57,0,OOHLC8J,0,2,0.0,1,1,2,14.0,1105.269446,13153.89,22.0,641.61,0,1,1,2,1,1,461
61,0,NC2QKHF,0,1,0.0,2,2,1,15.0,249.22,20620.16,28.0,620.96,1,1,1,4,1,1,110
13,0,INE3H3U,0,0,0.0,0,1,0,13.0,1268.168393,45046.55,20.0,646.84,1,1,0,1,3,1,263
47,0,CADKPA3,0,5,1.0,0,2,1,11.0,53.76,15371.05,14.0,697.62,0,1,1,4,7,1,445
62,0,DPWTVCV,0,4,0.0,2,0,2,14.0,454.96,20656.38,18.0,697.62,1,1,1,0,0,0,854
62,1,5QETVTF,0,1,0.0,1,2,1,14.0,309.79,76482.1,0.0,704.33,1,0,0,1,4,0,502
45,1,CL97Q90,1,2,0.0,0,2,2,20.0,188.19,45246.36,14.0,0.0,1,0,0,1,7,1,493
34,0,TO98NKJ,1,3,0.0,1,1,1,15.0,183.36,90099.71,11.0,800.47,1,0,0,1,5,0,760
57,0,CLCV3PA,1,0,0.0,1,2,0,3.0,0.0,30703.11,26.0,633.98,1,0,1,4,1,1,72
43,0,EBI9YD5,1,5,0.0,1,0,1,13.0,556.1,44017.15,28.0,771.11,0,1,1,4,7,0,1076
