customer_id,recency,tenure_days,frequency,monetary,churn,source
CUST1554,558,1225,22,231.68,1,Labeled
CUST1555,544,1331,6,1175.79,0,Labeled
CUST1556,992,1765,35,988.29,0,Labeled
CUST1557,284,1015,42,1543.19,0,Labeled
CUST1558,839,1351,43,1049.02,1,Labeled
CUST1559,1481,1553,41,1369.52,0,Labeled
CUST1560,199,832,22,1483.02,1,Labeled
CUST1561,504,1622,30,1433.34,0,Labeled
CUST1562,316,1015,7,265.76,0,Labeled
CUST1563,510,1337,19,1815.34,1,Labeled
CUST1564,502,1533,2,68.0,0,Labeled
CUST1565,312,1195,5,648.48,1,Labeled
CUST1566,1162,1639,5,110.64000000000001,0,Labeled
CUST1567,1395,1803,49,1321.44,1,Labeled
CUST1568,673,853,36,972.9300000000001,0,Labeled
CUST1569,726,1730,33,225.75,0,Labeled
CUST1570,653,1766,21,1064.96,0,Labeled
CUST1571,863,913,29,1151.19,0,Labeled
CUST1572,128,823,49,345.45,0,Labeled
CUST1573,655,1622,14,114.21,0,Labeled
CUST1574,85,1344,5,441.28,0,Labeled
CUST1575,84,1488,18,1829.12,0,Labeled
CUST1576,857,1481,46,1662.5099999999998,0,Labeled
CUST1577,1540,1630,3,559.72,0,Labeled
CUST1578,738,956,18,958.83,0,Labeled
CUST1579,633,973,12,429.24,0,Labeled
CUST1580,856,1752,17,294.32,0,Labeled
CUST1581,883,1185,48,1276.55,0,Labeled
CUST1582,1375,1704,10,1366.7,0,Labeled
CUST1583,546,1427,12,688.9499999999999,1,Labeled
CUST1584,11,1176,17,1237.04,0,Labeled
CUST1585,307,1216,22,215.39999999999998,1,Labeled
CUST1586,230,783,32,1977.3600000000001,0,Labeled
CUST1587,1016,1164,28,1243.6899999999998,0,Labeled
CUST1588,835,1620,19,1505.14,1,Labeled
CUST1589,42,1535,14,978.5,1,Labeled
CUST1590,313,1784,44,360.78,0,Labeled
CUST1591,624,1056,21,1103.92,1,Labeled
CUST1592,334,1016,36,739.41,0,Labeled
CUST1593,575,777,35,1708.08,0,Labeled
CUST1594,139,1215,2,838.26,0,Labeled
CUST1595,687,1310,47,175.82999999999998,1,Labeled
CUST1596,553,961,41,1568.22,1,Labeled
CUST1597,1665,1667,8,1395.2,0,Labeled
CUST1598,778,1686,9,1837.6499999999999,1,Labeled
CUST1599,423,1107,47,300.88,0,Labeled
CUST1600,140,778,40,1064.07,0,Labeled
CUST1601,496,1123,9,1043.23,0,Labeled
CUST1602,292,1290,11,1859.19,1,Labeled
CUST1603,14,964,47,1347.84,0,Labeled
CUST1604,75,1210,17,1181.37,0,Labeled
CUST1605,267,807,31,506.16,0,Labeled
CUST1606,858,1317,16,1835.04,0,Labeled
CUST1607,1054,1291,40,39.36,1,Labeled
CUST1608,581,786,4,1259.2,0,Labeled
CUST1609,823,1098,1,1901.8,1,Labeled
CUST1610,1199,1798,28,449.64,0,Labeled
CUST1611,1334,1464,32,375.92,0,Labeled
CUST1612,656,1311,18,988.32,0,Labeled
CUST1613,848,1136,13,1537.28,1,Labeled
CUST1614,508,1580,40,633.08,1,Labeled
CUST1615,375,1041,25,1764.77,1,Labeled
CUST1616,336,967,11,174.23,0,Labeled
CUST1617,171,1077,28,905.3399999999999,0,Labeled
CUST1618,298,1477,24,1359.28,1,Labeled
CUST1619,1454,1526,33,379.24,0,Labeled
CUST1620,335,1240,37,506.43,0,Labeled
CUST1621,752,775,13,415.64,0,Labeled
CUST1622,1180,1303,19,121.05000000000001,1,Labeled
CUST1623,896,1263,14,1059.36,1,Labeled
CUST1624,845,1686,49,885.5,1,Labeled
CUST1625,1687,1768,35,1677.13,0,Labeled
CUST1626,144,1338,28,826.9499999999999,1,Labeled
CUST1627,683,1458,28,890.88,1,Labeled
CUST1628,484,1428,30,1686.87,1,Labeled
CUST1629,307,1320,10,868.48,1,Labeled
CUST1630,471,1659,46,1816.8,1,Labeled
CUST1631,417,1321,6,1904.04,0,Labeled
CUST1632,572,1388,42,1879.5,0,Labeled
CUST1633,585,739,37,1398.88,1,Labeled
CUST1634,1085,1376,18,1657.76,0,Labeled
CUST1635,24,1526,40,930.04,0,Labeled
CUST1636,763,1326,25,604.71,0,Labeled
CUST1637,36,1523,39,671.28,0,Labeled
CUST1638,13,1485,1,924.05,1,Labeled
CUST1639,1420,1670,6,510.48,0,Labeled
CUST1640,59,1672,33,1436.0,1,Labeled
CUST1641,1062,1508,49,292.6,1,Labeled
CUST1642,41,1074,38,1083.84,0,Labeled
CUST1643,710,1085,10,1283.28,0,Labeled
CUST1644,254,1507,28,993.51,0,Labeled
CUST1645,23,1360,46,1213.32,0,Labeled
CUST1646,638,1081,13,1177.68,0,Labeled
CUST1647,42,1518,16,422.16,1,Labeled
CUST1648,763,1471,25,461.84,1,Labeled
CUST1649,690,1697,19,1572.16,1,Labeled
CUST1650,661,1516,37,621.36,0,Labeled
CUST1651,1072,1223,49,256.20000000000005,0,Labeled
CUST1652,405,908,28,1165.65,0,Labeled
CUST1653,1345,1453,20,343.42,0,Labeled
CUST1654,402,936,21,494.93999999999994,0,Labeled
CUST1655,519,770,16,859.29,1,Labeled
CUST1656,818,1756,34,334.96,0,Labeled
CUST1657,213,954,47,980.8,0,Labeled
CUST1658,735,880,22,1389.86,0,Labeled
CUST1659,212,1786,34,934.56,0,Labeled
CUST1660,278,955,18,1315.53,0,Labeled
CUST1661,1169,1546,41,292.32,0,Labeled
CUST1662,185,1768,39,891.6,1,Labeled
CUST1663,152,1823,10,1671.12,0,Labeled
CUST1664,150,863,8,1982.34,1,Labeled
CUST1665,711,1232,49,900.6600000000001,0,Labeled
CUST1666,446,800,49,566.52,1,Labeled
CUST1667,788,957,29,986.68,0,Labeled
CUST1668,453,1220,7,1015.44,1,Labeled
CUST1669,38,1709,10,1729.89,1,Labeled
CUST1670,771,1062,14,251.73,0,Labeled
CUST1671,901,988,39,1024.44,1,Labeled
CUST1672,914,1097,21,624.85,1,Labeled
CUST1673,1141,1356,30,547.3299999999999,1,Labeled
CUST1674,201,911,10,1505.35,0,Labeled
CUST1675,716,1051,31,259.05,1,Labeled
CUST1676,886,1050,1,1635.1,1,Labeled
CUST1677,131,759,19,940.8,1,Labeled
CUST1678,459,810,10,1464.84,1,Labeled
CUST1679,1433,1516,6,285.6,0,Labeled
CUST1680,183,820,24,1341.32,0,Labeled
CUST1681,581,1149,13,213.06,0,Labeled
CUST1682,1038,1631,48,291.6,0,Labeled
CUST1683,401,1774,15,24.709999999999997,0,Labeled
CUST1684,169,1225,24,1951.85,0,Labeled
CUST1685,938,1260,1,74.34,0,Labeled
CUST1686,1608,1687,15,85.44,1,Labeled
CUST1687,360,1254,14,1707.94,0,Labeled
CUST1688,270,1761,33,597.96,0,Labeled
CUST1689,1329,1507,24,139.98,1,Labeled
CUST1690,650,825,44,1171.71,1,Labeled
CUST1691,414,1587,11,1584.6000000000001,0,Labeled
CUST1692,874,1548,19,1324.26,0,Labeled
CUST1693,581,1287,38,273.71999999999997,0,Labeled
CUST1694,488,1560,30,432.65,1,Labeled
CUST1695,349,916,22,174.33,1,Labeled
CUST1696,997,1421,11,1070.67,1,Labeled
CUST1697,1470,1811,14,1976.22,0,Labeled
CUST1698,32,1333,3,1371.02,0,Labeled
CUST1699,1087,1425,4,206.78,1,Labeled
CUST1700,401,1323,15,621.8,1,Labeled
CUST1701,716,934,21,127.44999999999999,1,Labeled
CUST1702,13,762,24,130.76,0,Labeled
CUST1703,522,1369,32,1143.02,0,Labeled
CUST1704,526,781,5,158.58,1,Labeled
CUST1705,247,881,15,1172.01,0,Labeled
CUST1706,787,841,34,1224.25,0,Labeled
CUST1707,680,1202,46,517.79,1,Labeled
CUST1708,431,938,26,1797.52,0,Labeled
CUST1709,1090,1685,36,837.44,1,Labeled
CUST1710,1249,1281,45,1287.36,0,Labeled
CUST1711,174,735,47,657.36,0,Labeled
CUST1712,938,1299,16,1316.77,0,Labeled
CUST1713,219,1104,32,1719.4499999999998,1,Labeled
CUST1714,1440,1560,41,1167.08,1,Labeled
CUST1715,67,737,46,1446.9,0,Labeled
CUST1716,401,1233,12,1479.36,0,Labeled
CUST1717,664,1448,38,764.8,1,Labeled
CUST1718,1312,1759,12,84.35000000000001,0,Labeled
CUST1719,825,969,45,1754.96,1,Labeled
CUST1720,365,1655,49,903.7700000000001,1,Labeled
CUST1721,1193,1490,29,699.1,0,Labeled
CUST1722,472,1676,4,61.92,0,Labeled
CUST1723,18,1069,15,1764.8999999999999,0,Labeled
CUST1724,204,925,16,1562.7599999999998,0,Labeled
CUST1725,237,1128,43,1033.25,1,Labeled
CUST1726,883,959,41,477.57,0,Labeled
CUST1727,1002,1601,17,413.40000000000003,0,Labeled
CUST1728,247,893,22,1671.8100000000002,0,Labeled
CUST1729,89,1422,46,601.4,1,Labeled
CUST1730,503,1622,30,880.32,0,Labeled
CUST1731,386,871,8,425.19,0,Labeled
CUST1732,603,873,42,1310.43,0,Labeled
CUST1733,849,1523,21,163.95,0,Labeled
CUST1734,500,1335,33,1071.42,0,Labeled
CUST1735,130,1512,33,165.87,0,Labeled
CUST1736,1487,1788,24,1297.04,1,Labeled
CUST1737,697,1380,5,863.44,0,Labeled
CUST1738,741,1589,4,1792.08,0,Labeled
CUST1739,393,1253,29,808.92,0,Labeled
CUST1740,285,1018,22,412.98,0,Labeled
CUST1741,1607,1646,22,750.12,1,Labeled
CUST1742,965,1134,5,1126.48,0,Labeled
CUST1743,307,1436,1,468.78999999999996,0,Labeled
CUST1744,236,1405,12,365.45000000000005,0,Labeled
CUST1745,799,1364,3,1326.91,0,Labeled
CUST1746,1017,1582,23,374.7,0,Labeled
CUST1747,316,1529,23,842.28,0,Labeled
CUST1748,145,1228,31,970.83,0,Labeled
CUST1749,801,1721,6,1673.64,0,Labeled
CUST1750,165,803,34,1266.58,1,Labeled
CUST1751,878,1197,1,416.40000000000003,1,Labeled
CUST1752,354,828,26,856.16,1,Labeled
CUST1753,193,768,8,1860.03,0,Labeled
CUST1754,187,1400,19,525.3,0,Labeled
CUST1755,878,1604,15,874.5999999999999,0,Labeled
CUST1756,629,1598,46,1219.17,1,Labeled
CUST1757,266,1068,43,1718.46,0,Labeled
CUST1758,1689,1744,17,1815.84,0,Labeled
CUST1759,1163,1515,8,747.4,0,Labeled
CUST1760,976,1500,24,1226.52,1,Labeled
CUST1761,649,1558,30,939.5999999999999,1,Labeled
CUST1762,658,1461,12,1779.7,0,Labeled
CUST1763,863,1188,5,538.15,0,Labeled
CUST1764,388,863,21,625.24,1,Labeled
CUST1765,259,1780,36,1484.7,1,Labeled
CUST1766,114,900,5,1814.97,1,Labeled
CUST1767,163,860,19,1339.65,0,Labeled
CUST1768,30,835,48,1809.44,1,Labeled
CUST1769,1191,1354,24,1781.1,0,Labeled
CUST1770,42,1428,41,691.76,0,Labeled
CUST1771,686,1663,26,944.1,0,Labeled
CUST1772,573,828,19,1877.52,0,Labeled
CUST1773,938,1238,11,1603.98,0,Labeled
CUST1774,1534,1620,35,852.39,0,Labeled
CUST1775,303,1697,10,1069.92,0,Labeled
CUST1776,588,1140,22,1866.7,1,Labeled
CUST1777,793,886,14,1473.3,0,Labeled
CUST1778,1037,1743,12,623.28,1,Labeled
CUST1779,58,1125,4,848.8,1,Labeled
CUST1780,862,1333,17,1612.53,0,Labeled
CUST1781,1213,1286,25,563.6700000000001,0,Labeled
CUST1782,426,776,27,957.36,0,Labeled
CUST1783,750,1123,45,1042.78,0,Labeled
CUST1784,291,895,8,1857.33,1,Labeled
CUST1785,403,862,17,1661.28,0,Labeled
CUST1786,43,1465,27,1183.48,0,Labeled
CUST1787,396,1189,33,645.92,1,Labeled
CUST1788,935,1673,3,1839.3600000000001,0,Labeled
CUST1789,167,1101,34,1779.1999999999998,1,Labeled
CUST1790,849,1479,38,1830.76,1,Labeled
CUST1791,618,1605,5,1121.26,0,Labeled
CUST1792,551,888,24,1852.8899999999999,0,Labeled
CUST1793,1254,1429,1,1606.56,1,Labeled
CUST1794,10,1770,19,910.95,1,Labeled
CUST1795,474,900,41,372.08,0,Labeled
CUST1796,807,1306,39,1328.0,0,Labeled
CUST1797,1076,1647,38,424.14,0,Labeled
CUST1798,215,1654,38,1556.52,1,Labeled
CUST1799,867,1121,36,775.47,0,Labeled
CUST1800,468,1208,30,1652.22,0,Labeled
CUST1801,309,1583,45,562.88,0,Labeled
CUST1802,36,1009,38,1168.24,0,Labeled
CUST1803,373,1600,25,1925.49,1,Labeled
CUST1804,830,1369,18,1371.24,0,Labeled
CUST1805,554,951,3,1240.98,1,Labeled
CUST1806,1029,1070,8,492.75,0,Labeled
CUST1807,462,849,15,536.04,1,Labeled
CUST1808,845,1524,37,1926.42,0,Labeled
CUST1809,767,1504,38,1727.6,1,Labeled
CUST1810,484,1426,38,636.4,0,Labeled
CUST1811,869,1006,29,25.76,0,Labeled
CUST1812,1112,1533,15,1237.59,1,Labeled
CUST1813,917,926,23,37.68,0,Labeled
CUST1814,771,1802,11,880.6,0,Labeled
CUST1815,975,1218,13,1159.83,0,Labeled
CUST1816,400,990,33,1066.96,0,Labeled
CUST1817,546,1166,27,1277.28,1,Labeled
CUST1818,270,1608,5,1555.26,1,Labeled
CUST1819,98,823,49,1282.64,0,Labeled
CUST1820,852,1640,38,1690.92,1,Labeled
CUST1821,771,1415,8,163.95,0,Labeled
CUST1822,709,977,49,576.18,0,Labeled
CUST1823,185,1385,7,1315.5,0,Labeled
CUST1824,22,1052,12,722.91,1,Labeled
CUST1825,863,1007,33,877.2,1,Labeled
CUST1826,952,1111,33,589.92,1,Labeled
CUST1827,913,1182,22,1143.24,1,Labeled
CUST1828,1299,1473,4,494.88,1,Labeled
CUST1829,447,1750,24,1963.4,0,Labeled
CUST1830,665,1350,47,1142.04,1,Labeled
CUST1831,607,1217,1,1741.14,0,Labeled
CUST1832,164,1302,10,1914.1200000000001,1,Labeled
CUST1833,481,1220,26,1892.8200000000002,0,Labeled
CUST1834,432,1778,18,1649.05,1,Labeled
CUST1835,909,1070,4,1650.18,0,Labeled
CUST1836,786,1240,36,560.12,1,Labeled
CUST1837,363,1417,7,814.72,1,Labeled
CUST1838,1123,1572,38,94.44,1,Labeled
CUST1839,408,1451,6,1156.1999999999998,1,Labeled
CUST1840,1331,1583,36,345.90000000000003,0,Labeled
CUST1841,760,946,40,1738.1100000000001,1,Labeled
CUST1842,1259,1422,39,1183.74,1,Labeled
CUST1843,72,1815,38,1126.85,0,Labeled
CUST1844,107,806,34,402.29999999999995,1,Labeled
CUST1845,489,945,45,1357.6499999999999,1,Labeled
CUST1846,196,945,5,740.92,1,Labeled
CUST1847,1439,1488,1,1978.02,0,Labeled
CUST1848,729,1333,35,230.96,1,Labeled
CUST1849,270,1602,41,867.64,0,Labeled
CUST1850,510,1608,15,1131.08,0,Labeled
CUST1851,195,852,31,1146.75,1,Labeled
CUST1852,394,1540,29,1849.62,1,Labeled
CUST1853,21,1355,47,215.64,0,Labeled
CUST1854,448,1298,40,418.81,0,Labeled
CUST1855,136,809,28,356.15000000000003,0,Labeled
CUST1856,781,800,37,520.1999999999999,0,Labeled
CUST1857,835,874,36,1347.36,0,Labeled
CUST1858,248,835,20,1839.64,0,Labeled
CUST1859,1220,1464,34,1661.1000000000001,0,Labeled
CUST1860,801,1294,46,987.48,1,Labeled
CUST1861,237,1570,5,1483.92,0,Labeled
CUST1862,1499,1571,43,844.34,1,Labeled
CUST1863,448,732,49,97.04,0,Labeled
CUST1864,468,1161,4,1005.36,0,Labeled
CUST1865,630,1477,11,1288.1999999999998,0,Labeled
CUST1866,169,1783,30,813.33,1,Labeled
CUST1867,1426,1525,45,1469.8799999999999,1,Labeled
CUST1868,692,1036,1,1961.3,0,Labeled
CUST1869,753,1065,4,81.66,0,Labeled
CUST1870,1260,1453,7,649.95,0,Labeled
CUST1871,1013,1669,40,33.42,1,Labeled
CUST1872,1294,1359,22,1575.72,1,Labeled
CUST1873,143,1816,43,43.44,0,Labeled
CUST1874,231,1797,46,1949.8500000000001,0,Labeled
CUST1875,923,1581,2,1927.6200000000001,0,Labeled
CUST1876,120,1231,49,691.62,1,Labeled
CUST1877,420,1523,32,1168.56,1,Labeled
CUST1878,751,1209,38,359.59,1,Labeled
CUST1879,1668,1697,2,368.07,1,Labeled
CUST1880,88,1010,14,1983.72,0,Labeled
CUST1881,929,1139,19,1422.36,0,Labeled
CUST1882,41,1665,10,619.14,0,Labeled
CUST1883,1311,1693,35,633.44,1,Labeled
CUST1884,751,933,39,1530.84,1,Labeled
CUST1885,1185,1432,35,298.4,0,Labeled
CUST1886,364,796,19,1635.76,0,Labeled
CUST1887,680,1541,34,135.16,1,Labeled
CUST1888,1092,1593,36,966.24,0,Labeled
CUST1889,236,1008,1,55.7,0,Labeled
CUST1890,978,1387,21,1928.31,0,Labeled
CUST1891,87,1194,5,811.98,0,Labeled
CUST1892,275,1646,24,1715.8200000000002,1,Labeled
CUST1893,33,1348,32,1472.0500000000002,1,Labeled
CUST1894,347,1558,22,477.46999999999997,1,Labeled
CUST1895,886,1072,31,404.04,0,Labeled
CUST1896,278,991,42,1475.35,0,Labeled
CUST1897,556,1624,17,1514.7,0,Labeled
CUST1898,666,1818,32,1210.59,1,Labeled
CUST1899,1265,1727,43,1421.3500000000001,1,Labeled
CUST1900,590,893,9,1936.1399999999999,0,Labeled
CUST1901,249,1715,44,1583.24,0,Labeled
CUST1902,644,902,2,1305.48,0,Labeled
CUST1903,375,1194,31,1200.43,0,Labeled
CUST1904,190,967,4,1545.42,0,Labeled
CUST1905,39,1808,46,165.62,0,Labeled
CUST1906,221,1513,31,1715.6399999999999,0,Labeled
CUST1907,211,1376,9,1649.04,0,Labeled
CUST1908,815,1509,42,781.13,0,Labeled
CUST1909,433,1159,29,951.0200000000001,0,Labeled
CUST1910,1201,1351,26,1957.23,1,Labeled
CUST1911,503,1698,34,191.03,0,Labeled
CUST1912,215,869,43,908.16,1,Labeled
CUST1913,200,774,11,651.28,1,Labeled
CUST1914,284,1640,8,99.6,1,Labeled
CUST1915,676,1290,26,211.06,1,Labeled
CUST1916,1093,1136,37,1596.33,1,Labeled
CUST1917,1030,1151,24,236.75,0,Labeled
CUST1918,860,1013,43,539.04,0,Labeled
CUST1919,1341,1787,40,1894.96,0,Labeled
CUST1920,620,1198,49,1943.08,1,Labeled
CUST1921,268,995,22,1339.8000000000002,0,Labeled
CUST1922,1580,1723,17,1134.32,1,Labeled
CUST1923,1267,1598,22,1897.2599999999998,0,Labeled
CUST1924,104,1546,37,253.96,0,Labeled
CUST1925,568,945,39,314.54,1,Labeled
CUST1926,880,1595,30,1285.2,0,Labeled
CUST1927,710,1787,16,1631.0,1,Labeled
CUST1928,799,1754,8,1829.61,1,Labeled
CUST1929,1207,1405,38,1151.92,0,Labeled
CUST1930,676,851,37,1187.15,0,Labeled
CUST1931,339,1524,43,82.52,0,Labeled
CUST1932,98,1808,32,1768.44,0,Labeled
CUST1933,205,1442,45,1101.8,0,Labeled
CUST1934,134,1264,21,1681.72,0,Labeled
CUST1935,472,1032,40,1607.6399999999999,1,Labeled
CUST1936,704,1304,27,1768.56,0,Labeled
CUST1937,424,1588,47,794.4,1,Labeled
CUST1938,1208,1719,47,1782.82,0,Labeled
CUST1939,1126,1251,25,1728.37,1,Labeled
CUST1940,906,1504,7,290.5,1,Labeled
CUST1941,417,1018,2,247.7,0,Labeled
CUST1942,577,1202,35,1974.95,0,Labeled
CUST1943,869,891,47,704.88,0,Labeled
CUST1944,522,1641,14,1051.56,1,Labeled
CUST1945,987,1233,17,1022.76,1,Labeled
CUST1946,580,764,23,1743.7,1,Labeled
CUST1947,1155,1177,37,1411.1100000000001,0,Labeled
CUST1948,1535,1713,22,1747.25,0,Labeled
CUST1949,1122,1400,12,1480.26,1,Labeled
CUST1950,485,864,48,879.52,0,Labeled
CUST1951,718,1076,48,272.3,0,Labeled
CUST1952,737,1089,9,1413.96,0,Labeled
CUST1953,129,1590,48,1880.02,0,Labeled
CUST1954,242,797,42,499.68,1,Labeled
CUST1955,192,862,21,438.12,0,Labeled
CUST1956,146,1361,37,1802.85,0,Labeled
CUST1957,1393,1408,28,1556.76,1,Labeled
CUST1958,325,1301,9,1153.2599999999998,1,Labeled
CUST1959,1139,1479,5,1226.47,0,Labeled
CUST1960,158,1782,34,536.52,1,Labeled
CUST1961,1103,1307,38,604.8,0,Labeled
CUST1962,26,1389,12,1407.54,0,Labeled
CUST1963,824,1059,7,1975.9,1,Labeled
CUST1964,111,1010,5,468.30000000000007,0,Labeled
CUST1965,608,1385,11,1602.72,1,Labeled
CUST1966,548,1560,44,751.5,1,Labeled
CUST1967,1188,1481,31,231.36,1,Labeled
CUST1968,434,1624,29,433.26,0,Labeled
CUST1969,252,792,22,588.99,1,Labeled
CUST1970,154,1252,47,22.740000000000002,0,Labeled
CUST1971,279,1220,36,318.65999999999997,0,Labeled
CUST1972,27,958,37,542.25,1,Labeled
CUST1973,214,1425,28,1187.68,0,Labeled
CUST1974,940,1267,14,236.0,0,Labeled
CUST1975,88,1202,14,286.74,0,Labeled
CUST1976,652,800,9,1021.16,0,Labeled
CUST1977,991,1547,8,1185.4,0,Labeled
CUST1978,702,980,20,1954.64,0,Labeled
CUST1979,56,1144,6,528.84,1,Labeled
CUST1980,175,1220,39,1494.5,1,Labeled
CUST1981,124,785,41,1126.3,1,Labeled
CUST1982,1074,1787,46,411.67,1,Labeled
CUST1983,1193,1228,30,1271.04,0,Labeled
CUST1984,1167,1620,7,1982.82,0,Labeled
CUST1985,531,926,28,79.44,1,Labeled
CUST1986,563,1602,29,58.0,0,Labeled
CUST1987,849,913,17,193.32,0,Labeled
CUST1988,751,955,3,211.96,0,Labeled
CUST1989,439,969,2,926.84,0,Labeled
CUST1990,1026,1273,11,1116.1200000000001,0,Labeled
CUST1991,335,1651,8,437.26,1,Labeled
CUST1992,552,1284,33,419.82,1,Labeled
CUST1993,638,974,3,500.96,0,Labeled
CUST1994,1612,1715,19,404.7,0,Labeled
CUST1995,836,1802,21,1133.44,0,Labeled
CUST1996,76,1369,27,1488.3000000000002,0,Labeled
CUST1997,675,1042,24,184.60000000000002,0,Labeled
CUST1998,841,927,32,22.56,0,Labeled
CUST1999,952,1021,40,186.75,1,Labeled
CUST2000,221,874,48,1271.68,1,Labeled
CUST2001,685,811,22,1643.22,0,Labeled
CUST2002,584,1449,37,816.58,1,Labeled
CUST2003,593,1584,48,1177.96,0,Labeled
CUST2004,18,1492,34,1097.73,0,Labeled
CUST2005,560,1191,20,492.66,1,Labeled
CUST2006,715,1484,5,1718.0500000000002,0,Labeled
CUST2007,770,1544,16,1156.88,1,Labeled
CUST2008,610,1402,38,1162.2,1,Labeled
CUST2009,1360,1654,20,1138.74,0,Labeled
CUST2010,734,1661,2,861.21,0,Labeled
CUST2011,629,1410,21,1748.8,0,Labeled
CUST2012,191,1252,21,46.75,0,Labeled
CUST2013,1099,1600,7,869.42,1,Labeled
CUST2014,497,768,48,657.9,0,Labeled
CUST2015,521,1375,12,816.04,1,Labeled
CUST2016,701,1750,16,740.9399999999999,1,Labeled
CUST2017,1025,1033,39,1299.12,1,Labeled
CUST2018,923,1035,20,1154.96,1,Labeled
CUST2019,1381,1399,42,1557.96,1,Labeled
CUST2020,148,1249,49,751.84,0,Labeled
CUST2021,169,960,46,1235.34,0,Labeled
CUST2022,713,1481,39,1456.5600000000002,0,Labeled
CUST2023,1334,1818,18,1409.2,1,Labeled
CUST2024,1072,1156,4,1129.55,0,Labeled
CUST2025,520,1465,41,578.42,0,Labeled
CUST2026,158,1099,37,717.92,0,Labeled
CUST2027,137,826,5,1099.9099999999999,0,Labeled
CUST2028,392,1003,2,126.12,0,Labeled
CUST2029,146,772,25,503.64,1,Labeled
CUST2030,378,1034,25,952.56,1,Labeled
CUST2031,1660,1708,14,1536.84,1,Labeled
CUST2032,1496,1724,20,456.94,0,Labeled
CUST2033,525,1640,7,482.96,1,Labeled
CUST2034,695,1192,22,711.76,1,Labeled
CUST2035,944,998,36,774.69,0,Labeled
CUST2036,1294,1509,23,1583.4,1,Labeled
CUST2037,177,1323,29,1623.6,1,Labeled
CUST2038,139,1176,27,642.6,1,Labeled
CUST2039,657,1196,41,985.02,1,Labeled
CUST2040,598,1615,46,1759.76,0,Labeled
CUST2041,1404,1489,47,313.64,1,Labeled
CUST2042,400,1566,33,310.7,1,Labeled
CUST2043,540,1217,37,242.69,1,Labeled
CUST2044,382,890,1,1707.78,0,Labeled
CUST2045,639,1060,27,1584.06,0,Labeled
CUST2046,522,1377,13,437.55,0,Labeled
CUST2047,391,1428,35,1215.65,0,Labeled
CUST2048,401,1311,27,1760.72,1,Labeled
CUST2049,971,1510,31,793.56,1,Labeled
CUST2050,287,756,11,900.36,1,Labeled
CUST2051,194,986,14,1453.48,0,Labeled
CUST2052,96,1052,38,775.84,1,Labeled
CUST2053,245,1273,1,596.0,1,Labeled
CUST2054,485,849,21,903.14,0,Labeled
CUST2055,682,762,36,1171.84,1,Labeled
CUST2056,365,757,9,1825.62,0,Labeled
CUST2057,225,1646,28,915.96,0,Labeled
CUST2058,908,1338,14,381.44,1,Labeled
CUST2059,288,1282,21,1265.9,1,Labeled
CUST2060,154,1618,38,908.25,0,Labeled
CUST2061,952,1016,34,984.42,0,Labeled
CUST2062,586,1481,31,957.3000000000001,1,Labeled
CUST2063,309,939,21,688.6,1,Labeled
CUST2064,601,998,37,1628.97,1,Labeled
CUST2065,518,1723,31,800.9100000000001,0,Labeled
CUST2066,1054,1176,20,195.84,0,Labeled
CUST2067,44,1244,3,1690.2,1,Labeled
CUST2068,129,1447,33,1136.8,0,Labeled
CUST2069,370,1274,45,1519.3799999999999,1,Labeled
CUST2070,1365,1661,24,361.27,1,Labeled
CUST2071,407,1440,5,1546.1399999999999,0,Labeled
CUST2072,1567,1777,37,270.03000000000003,1,Labeled
CUST2073,786,1596,42,67.6,1,Labeled
CUST2074,519,1357,36,1082.08,0,Labeled
CUST2075,739,803,38,1307.76,0,Labeled
CUST2076,122,976,14,1306.62,0,Labeled
CUST2077,486,1103,19,486.4,1,Labeled
CUST2078,994,1191,37,470.61,0,Labeled
CUST2079,555,1730,17,1627.1000000000001,0,Labeled
CUST2080,1292,1546,20,1836.72,1,Labeled
CUST2081,367,1483,5,1420.68,0,Labeled
CUST2082,1100,1175,6,920.25,1,Labeled
CUST2083,99,911,9,1243.8,1,Labeled
CUST2084,858,910,11,264.71999999999997,0,Labeled
CUST2085,175,761,24,1330.98,1,Labeled
CUST2086,1253,1385,25,460.25,0,Labeled
CUST2087,738,1444,31,1719.1799999999998,0,Labeled
CUST2088,286,1050,23,1922.25,0,Labeled
CUST2089,1444,1784,42,553.0500000000001,0,Labeled
CUST2090,910,1363,15,1905.92,0,Labeled
CUST2091,183,1094,32,1085.74,1,Labeled
CUST2092,633,1424,26,1965.92,0,Labeled
CUST2093,505,776,31,928.11,0,Labeled
CUST2094,998,1732,27,33.6,0,Labeled
CUST2095,764,1047,31,988.88,0,Labeled
CUST2096,322,1310,33,847.2800000000001,0,Labeled
CUST2097,638,1268,24,1028.37,0,Labeled
CUST2098,742,1236,39,1319.96,1,Labeled
CUST2099,132,1142,15,337.04,1,Labeled
CUST2100,1055,1142,45,1252.96,0,Labeled
CUST2101,547,1211,49,1047.2,1,Labeled
CUST2102,617,754,29,1464.32,0,Labeled
CUST2103,68,873,30,1512.75,0,Labeled
CUST2104,314,1665,27,145.0,0,Labeled
CUST2105,425,1528,29,1194.42,0,Labeled
CUST2106,752,1802,39,1094.56,0,Labeled
CUST2107,966,1085,41,1491.08,0,Labeled
CUST2108,876,1039,35,1575.72,1,Labeled
CUST2109,586,1724,14,1785.88,0,Labeled
CUST2110,969,1336,43,816.72,0,Labeled
